player_id,competition_id,season_id,passes_attempted,passes_completed,progressive_passes,passes_forward,passes_sideways,passes_backward,pass_length_total,key_passes,crosses,long_balls,pressures,pressure_successes,tackles,interceptions,aerial_duels,aerial_won,progressive_carries,carries_into_final_third,dribbles_attempted,dribbles_completed,shots,xg,box_touches
5503.0,11,40,907.0,727.0,151.0,479.0,244.0,184.0,14613.5058236,26,32,63.0,300.0,97,37.0,14.0,11.0,0.0,155.0,121.0,264.0,195.0,65.0,8.2859924345,338.0
5552.0,11,40,26.0,23.0,3.0,15.0,7.0,4.0,514.7083697,1,1,3.0,9.0,4,2.0,1.0,0.0,0.0,5.0,3.0,4.0,3.0,1.0,0.09775854,5.0
5558.0,11,40,782.0,668.0,131.0,640.0,111.0,31.0,19923.1582447,3,3,190.0,96.0,19,45.0,14.0,19.0,0.0,2.0,1.0,4.0,3.0,9.0,0.522797092,50.0
5560.0,11,40,10.0,9.0,1.0,7.0,1.0,2.0,178.1494271,0,0,2.0,9.0,3,4.0,0.0,3.0,0.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0
5563.0,11,40,29.0,20.0,3.0,17.0,4.0,8.0,516.3540106,1,0,2.0,20.0,4,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.044738357000000006,0.0
5987.0,11,40,290.0,232.0,33.0,115.0,84.0,91.0,5021.5607489,7,12,25.0,143.0,39,36.0,3.0,21.0,0.0,37.0,17.0,46.0,31.0,22.0,3.7598842356,136.0
6320.0,11,40,25.0,15.0,5.0,17.0,6.0,2.0,419.9022121,0,2,3.0,32.0,4,11.0,2.0,0.0,0.0,5.0,3.0,3.0,2.0,1.0,0.0066179563,0.0
6375.0,11,40,17.0,10.0,4.0,12.0,3.0,2.0,295.299472,0,3,2.0,23.0,6,3.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0
6384.0,11,40,36.0,25.0,8.0,29.0,5.0,2.0,879.050155,2,0,9.0,27.0,1,5.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0066318577,1.0
6390.0,11,40,31.0,22.0,4.0,16.0,9.0,6.0,476.63044579999996,0,2,2.0,32.0,7,6.0,0.0,1.0,0.0,4.0,5.0,6.0,2.0,7.0,0.32679026499999997,2.0
6391.0,11,40,101.0,78.0,13.0,68.0,21.0,12.0,2042.0575757000001,2,0,16.0,54.0,9,6.0,6.0,0.0,0.0,2.0,4.0,3.0,3.0,2.0,0.0164236177,1.0
6394.0,11,40,37.0,26.0,4.0,17.0,7.0,13.0,448.0147545,1,0,0.0,29.0,3,3.0,0.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,0.41004668499999997,31.0
6576.0,11,40,20.0,13.0,12.0,20.0,0.0,0.0,1063.335425,0,0,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6614.0,11,40,27.0,25.0,1.0,20.0,4.0,3.0,431.1758635,0,0,1.0,3.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6651.0,11,40,58.0,48.0,7.0,31.0,10.0,17.0,999.3141972999999,0,2,5.0,34.0,6,5.0,0.0,3.0,0.0,7.0,8.0,10.0,8.0,3.0,0.211968147,5.0
6702.0,11,40,10.0,7.0,2.0,7.0,2.0,1.0,294.089132,0,1,4.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6740.0,11,40,6.0,5.0,1.0,3.0,1.0,2.0,69.101819,0,0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6751.0,11,40,24.0,18.0,5.0,17.0,5.0,2.0,422.9505772,0,0,3.0,31.0,5,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0080058,0.0
6767.0,11,40,21.0,12.0,6.0,16.0,4.0,1.0,455.58046,1,2,4.0,18.0,2,5.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,3.0,0.186816657,6.0
6770.0,11,40,6.0,5.0,1.0,2.0,1.0,3.0,92.1093612,0,0,0.0,6.0,1,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0
