player_id,player_name,team_name,era,minutes_played,pass_completion_pct,progressive_passes_p90,pct_passes_forward,pct_passes_sideways,pct_passes_backward,avg_pass_distance,key_passes_p90,crosses_p90,long_balls_p90,pressures_p90,pressure_success_rate,tackles_p90,interceptions_p90,aerial_duels_p90,progressive_carries_p90,dribble_success_rate,carries_final_third_p90,xg_p90,xg_per_shot,shots_p90,box_touches_p90,cluster,umap_x,umap_y,cluster_label
2935.0,Nordi Mukiele Mulere,Paris Saint-Germain,post-2010,894.0,1.2376145052146301,2.61744966442953,0.5414847161572053,0.2663755458515284,0.19213973799126638,15.941986591703056,0.10067114093959731,0.8053691275167785,1.8120805369127517,-0.31954452953398194,0.208,3.221476510067114,1.7114093959731542,0.8053691275167785,0.5033557046979865,0.375,0.30201342281879195,0.08186463020134228,0.11616980857142857,0.7046979865771812,0.14161184820914893,7,11.428978,7.9665537,Press-Resistant Technical Midfielders
2936.0,Christophe Kerbrat,Guingamp,post-2010,2686.0,0.46867883346191413,6.232315711094564,0.8154589371980676,0.14589371980676327,0.03864734299516908,24.095938822801934,0.13402829486224868,0.13402829486224868,7.673119880863738,-0.4377706764764399,0.15160349854227406,3.85331347728965,1.8763961280714818,1.2732688011913627,0.23454951600893523,0.6666666666666666,0.06701414743112434,0.006754496615785554,0.05039604975,0.13402829486224868,-0.5980289378972394,5,9.000613,10.024549,Ball-Playing Centre-Backs
2937.0,Christ-Emmanuel Faitout Maouassa,Montpellier,post-2010,151.0,-0.7291238325346979,2.980132450331126,0.6341463414634146,0.14634146341463414,0.21951219512195122,16.02461957073171,0.0,1.7880794701986755,2.980132450331126,0.060700548105175396,0.18518518518518517,1.7880794701986755,1.7880794701986755,0.0,1.1920529801324502,0.2,1.7880794701986755,0.0,0.0,0.0,-0.6213560162972969,3,10.169432,6.741259,Attacking Fullbacks
2943.0,Lucas Deaux,Nantes,post-2010,1232.0,0.638733973444779,6.209415584415584,0.7682119205298014,0.14403973509933773,0.08774834437086093,23.395555418278146,0.3652597402597403,0.4383116883116883,10.51948051948052,0.6600488199861109,0.15878378378378377,4.237012987012987,0.8766233766233766,1.7532467532467533,0.3652597402597403,0.5,0.8766233766233766,0.02080507495616883,0.07119958985,0.29220779220779225,-0.3146117494230375,5,11.064159,8.813742,Ball-Playing Centre-Backs
2944.0,Benjamin Corgnet,Saint-Étienne,post-2010,590.0,-1.2934160458776338,7.932203389830509,0.6782945736434108,0.17054263565891473,0.1511627906976744,15.6962688251938,1.0677966101694916,1.3728813559322035,2.745762711864407,0.7137201019386563,0.33793103448275863,5.9491525423728815,0.9152542372881356,4.11864406779661,1.5254237288135595,0.3684210526315789,2.288135593220339,0.17071441520338984,0.10173889390909091,1.6779661016949152,0.6313930874034195,8,13.248718,4.46064,Physical Forwards
2946.0,Frédéric Guilbert,Bordeaux,post-2010,2687.0,0.22595736147687837,5.895050241905471,0.6974716652136007,0.1900610287707062,0.11246730601569312,21.348406394333043,0.20096762188314105,0.9713435057685151,7.100855973204317,-0.1042969496000951,0.15862068965517243,4.689244510606625,1.8087085969482695,1.9761816151842204,0.36844064011909194,0.5483870967741935,1.339784145887607,0.013447557683289917,0.030883408115384616,0.4354298474134723,-0.6508181824931943,5,10.105857,7.3751173,Ball-Playing Centre-Backs
2947.0,Anthony Lopes,Lyon,post-2010,3556.0,0.13182241137597306,8.326771653543307,0.9917525773195877,0.007216494845360825,0.0010309278350515464,37.479728882783505,0.0,0.0,11.69291338582677,-1.6722684329007014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8089504252270995,9,-1.8802487,7.037512,Goalkeepers (Ball-Playing)
2948.0,Nabil Fekir,Lyon,post-2010,603.0,1.0455281952909994,4.776119402985074,0.6238095238095238,0.20476190476190476,0.17142857142857143,17.933686926190475,0.8955223880597015,0.8955223880597015,3.432835820895522,-0.08197667960557413,0.24242424242424243,3.7313432835820897,0.7462686567164178,2.08955223880597,3.7313432835820897,0.5416666666666666,3.582089552238806,0.26268124746268656,0.07652018947826086,3.432835820895522,0.9996401159228306,2,14.886193,5.470054,Creative Dribblers
2950.0,Jonas Martin,Montpellier,post-2010,3472.0,1.1777207176675484,4.0437788018433185,0.6179723502304147,0.23640552995391706,0.1456221198156682,17.57604169935484,0.4665898617511521,0.5184331797235023,5.4176267281106,0.35896591321989973,0.19944979367262725,3.1624423963133643,1.5293778801843319,1.5812211981566822,1.2960829493087558,0.6875,2.1255760368663594,0.08957742501670507,0.10471812109696968,0.8554147465437788,-0.27456030382150803,7,12.520471,7.9279084,Press-Resistant Technical Midfielders
2952.0,Yoann Salmier,Troyes,post-2010,111.0,1.772778837011498,1.6216216216216215,0.75,0.18181818181818182,0.06818181818181818,16.787856740909092,0.0,0.0,2.4324324324324325,-0.8924437806228441,0.1111111111111111,2.4324324324324325,1.6216216216216215,0.0,1.6216216216216215,0.0,0.8108108108108107,0.03711501081081081,0.04577518,0.8108108108108107,-0.5537544274937644,1,7.01592,8.010182,Low-Block Defenders
